Age,AgeBin,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,IncomeBin,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Cluster
46,Middle Age,No,Travel_Rarely,Research & Development,2,4,Medical,3,Male,3,5,Research Director,4,Divorced,19328,High,7,Yes,17,3,3,1,24,3,3,2,1,2,2,Specialized professionals
36,Young Adult,No,Travel_Rarely,Research & Development,10,3,Life Sciences,4,Male,3,3,Healthcare Representative,1,Married,8321,Average,7,Yes,13,3,4,1,15,1,3,12,8,5,7,Mid-career professional
44,Middle Age,Yes,Travel_Frequently,Research & Development,1,2,Medical,3,Male,3,1,Research Scientist,2,Divorced,2342,Low,1,Yes,12,3,3,3,6,2,2,5,3,2,3,Early-career professional
37,Young Adult,No,Travel_Rarely,Human Resources,8,2,Other,3,Male,3,2,Human Resources,2,Divorced,4071,Average,2,No,13,3,3,0,19,4,2,10,0,4,7,Mid-career professional
35,Young Adult,Yes,Travel_Rarely,Sales,27,3,Life Sciences,3,Male,3,2,Sales Executive,4,Single,5813,Average,1,Yes,18,3,4,0,10,2,3,10,7,7,7,Mid-career professional
33,Young Adult,No,Travel_Rarely,Research & Development,8,4,Life Sciences,4,Male,4,1,Research Scientist,1,Married,3143,Average,6,No,19,3,2,1,14,1,3,10,8,7,6,Mid-career professional
28,Young Adult,No,Travel_Rarely,Research & Development,1,3,Life Sciences,3,Male,3,1,Research Scientist,4,Married,2044,Low,1,No,11,3,3,1,5,6,4,5,3,0,3,Early-career professional
39,Young Adult,No,Travel_Rarely,Research & Development,10,1,Medical,3,Male,3,3,Research Director,3,Single,13464,Medium,7,No,21,4,3,0,9,3,3,4,3,2,2,Mid-career professional
46,Middle Age,No,Non-Travel,Sales,26,2,Life Sciences,2,Male,2,2,Sales Executive,2,Single,7991,Average,8,No,15,3,3,0,6,3,3,2,2,2,2,Mid-career professional
40,Middle Age,No,Travel_Rarely,Research & Development,2,2,Life Sciences,3,Female,3,1,Laboratory Technician,1,Married,3377,Average,4,No,17,3,4,1,7,5,2,4,3,0,2,Early-career professional
42,Middle Age,No,Travel_Rarely,Research & Development,13,3,Medical,2,Male,4,2,Healthcare Representative,1,Married,5538,Average,5,No,18,3,3,2,10,2,2,0,0,0,0,Mid-career professional
35,Young Adult,No,Non-Travel,Research & Development,2,2,Medical,2,Male,3,2,Manufacturing Director,4,Divorced,5762,Average,2,No,14,3,3,1,15,6,3,7,7,1,7,Mid-career professional
38,Young Adult,No,Non-Travel,Human Resources,2,3,Human Resources,1,Male,3,1,Human Resources,2,Divorced,2592,Low,5,No,13,3,4,3,13,3,3,11,10,3,8,Mid-career professional
34,Young Adult,Yes,Travel_Frequently,Research & Development,9,4,Life Sciences,4,Male,3,2,Laboratory Technician,1,Married,5346,Average,4,No,17,3,3,1,11,3,2,7,1,0,7,Mid-career professional
37,Young Adult,Yes,Travel_Rarely,Research & Development,10,4,Medical,4,Male,3,2,Manufacturing Director,1,Single,4213,Average,1,No,15,3,2,0,10,4,1,10,3,0,8,Mid-career professional
39,Young Adult,No,Travel_Frequently,Sales,20,3,Life Sciences,3,Male,3,2,Sales Executive,4,Divorced,4127,Average,2,No,18,3,4,1,7,6,3,2,1,2,2,Early-career professional
43,Middle Age,No,Non-Travel,Research & Development,9,3,Life Sciences,1,Male,3,1,Research Scientist,3,Single,2438,Low,4,No,13,3,3,0,7,2,2,3,2,1,2,Early-career professional
41,Middle Age,No,Travel_Rarely,Research & Development,5,3,Life Sciences,2,Male,4,2,Healthcare Representative,2,Single,6870,Average,3,No,12,3,1,0,11,3,1,3,2,1,2,Mid-career professional
41,Middle Age,No,Travel_Rarely,Sales,4,1,Marketing,3,Female,3,3,Sales Executive,3,Divorced,10447,Medium,0,Yes,13,3,4,1,23,3,4,22,14,13,5,Mid-to-senior professionals
30,Young Adult,No,Travel_Rarely,Research & Development,10,3,Medical,1,Female,3,3,Manufacturing Director,3,Single,9667,Medium,9,No,14,3,2,0,9,3,3,7,7,0,2,Mid-career professional
26,Young Adult,Yes,Travel_Rarely,Human Resources,20,2,Medical,4,Female,3,1,Human Resources,2,Married,2148,Low,0,Yes,11,3,3,0,6,3,3,5,1,1,4,Early-career professional
46,Middle Age,Yes,Travel_Rarely,Research & Development,21,2,Medical,4,Female,3,2,Healthcare Representative,2,Married,8926,Medium,4,No,22,4,4,1,13,2,4,9,7,3,7,Mid-career professional
40,Middle Age,No,Travel_Rarely,Research & Development,1,3,Life Sciences,3,Female,3,2,Healthcare Representative,4,Divorced,6513,Average,4,No,17,3,4,1,12,3,3,5,3,0,3,Mid-career professional
34,Young Adult,No,Travel_Rarely,Sales,8,2,Technical Degree,2,Male,4,2,Sales Executive,3,Married,6799,Average,1,No,21,4,3,2,10,5,3,10,8,4,8,Mid-career professional
58,Middle Age,No,Non-Travel,Sales,2,3,Medical,2,Male,3,4,Manager,2,Divorced,16291,Medium,4,No,22,4,4,1,37,0,2,16,9,14,14,Experienced Mid-Salary Professionals
35,Young Adult,No,Travel_Rarely,Research & Development,23,4,Medical,2,Male,1,1,Laboratory Technician,3,Married,2705,Low,0,No,16,3,2,1,6,2,4,5,4,0,3,Early-career professional
47,Middle Age,No,Travel_Rarely,Research & Development,4,3,Life Sciences,3,Female,2,3,Manufacturing Director,2,Divorced,10333,Medium,8,Yes,12,3,3,1,28,4,3,22,11,14,10,Mid-to-senior professionals
40,Middle Age,No,Travel_Rarely,Research & Development,12,3,Life Sciences,2,Female,3,2,Healthcare Representative,1,Divorced,4448,Average,2,No,12,3,2,1,15,3,3,7,4,7,7,Mid-career professional
54,Middle Age,No,Travel_Rarely,Research & Development,7,4,Medical,4,Female,3,2,Research Scientist,4,Married,6854,Average,4,No,15,3,2,1,14,2,2,7,1,1,7,Mid-career professional
31,Young Adult,No,Travel_Frequently,Sales,7,4,Marketing,1,Female,3,3,Sales Executive,1,Married,9637,Medium,2,No,14,3,4,2,9,3,3,3,2,2,2,Mid-career professional
28,Young Adult,No,Travel_Rarely,Research & Development,1,3,Medical,3,Female,3,1,Research Scientist,1,Married,3591,Average,1,No,25,4,3,1,3,3,3,3,2,1,2,Early-career professional
38,Young Adult,No,Travel_Rarely,Sales,2,4,Marketing,2,Female,1,2,Sales Representative,4,Married,5405,Average,2,Yes,20,4,1,2,20,4,2,4,2,0,3,Mid-career professional
26,Young Adult,No,Travel_Rarely,Sales,10,3,Medical,3,Male,3,2,Sales Executive,4,Single,4684,Average,1,No,13,3,1,0,5,4,3,5,3,1,2,Early-career professional
58,Middle Age,No,Travel_Frequently,Research & Development,15,4,Life Sciences,1,Male,3,4,Research Director,3,Married,15787,Medium,2,Yes,14,3,2,0,23,3,3,2,2,2,2,Mid-career professional
18,Youth,No,Non-Travel,Research & Development,14,3,Medical,2,Female,3,1,Research Scientist,3,Single,1514,Low,1,No,16,3,3,0,0,4,1,0,0,0,0,Early-career professional
31,Young Adult,Yes,Travel_Rarely,Human Resources,18,5,Human Resources,4,Male,4,1,Human Resources,1,Married,2956,Average,0,No,17,3,3,0,2,4,3,1,0,0,0,Early-career professional
29,Young Adult,Yes,Travel_Rarely,Human Resources,13,3,Human Resources,1,Male,2,1,Human Resources,1,Divorced,2335,Low,4,Yes,15,3,4,3,4,3,3,2,2,2,0,Early-career professional
45,Middle Age,No,Non-Travel,Sales,2,4,Life Sciences,3,Female,3,2,Sales Executive,3,Married,5154,Average,4,No,22,4,2,2,10,3,4,8,7,5,7,Mid-career professional
36,Young Adult,No,Travel_Rarely,Research & Development,2,4,Other,4,Female,3,2,Research Scientist,2,Married,6962,Average,4,Yes,22,4,4,1,15,2,3,1,0,0,0,Mid-career professional
43,Middle Age,No,Travel_Frequently,Sales,2,4,Life Sciences,1,Male,3,2,Sales Executive,4,Married,5675,Average,1,No,20,4,3,1,7,5,3,7,7,7,7,Mid-career professional
27,Young Adult,No,Travel_Frequently,Research & Development,5,2,Life Sciences,4,Female,3,1,Laboratory Technician,4,Single,2379,Low,0,Yes,14,3,3,0,6,3,2,5,4,0,2,Early-career professional
29,Young Adult,No,Travel_Frequently,Research & Development,20,1,Medical,4,Male,3,1,Laboratory Technician,4,Married,3812,Average,1,No,13,3,2,0,11,3,4,11,8,3,10,Mid-career professional
32,Young Adult,No,Travel_Frequently,Sales,10,4,Marketing,4,Male,3,2,Sales Executive,4,Single,4648,Average,8,No,13,3,3,0,4,2,4,0,0,0,0,Early-career professional
42,Middle Age,No,Non-Travel,Research & Development,10,4,Technical Degree,3,Male,3,1,Research Scientist,3,Married,2936,Average,3,No,22,4,2,2,10,1,2,6,3,3,3,Mid-career professional
47,Middle Age,No,Travel_Rarely,Research & Development,9,4,Life Sciences,2,Female,3,1,Laboratory Technician,3,Single,2105,Low,4,No,12,3,3,0,7,2,3,2,2,2,0,Early-career professional
46,Middle Age,No,Travel_Rarely,Research & Development,2,2,Life Sciences,4,Male,3,3,Manufacturing Director,4,Divorced,8578,Medium,3,No,14,3,3,1,12,4,2,9,8,4,7,Mid-career professional
28,Young Adult,No,Non-Travel,Human Resources,1,2,Life Sciences,3,Male,3,1,Human Resources,4,Divorced,2706,Low,1,No,15,3,2,1,3,2,3,3,2,2,2,Early-career professional
29,Young Adult,No,Travel_Rarely,Research & Development,29,1,Life Sciences,4,Male,1,2,Healthcare Representative,3,Divorced,6384,Average,8,No,17,3,4,2,11,3,3,7,0,1,6,Mid-career professional
42,Middle Age,No,Travel_Rarely,Research & Development,8,3,Life Sciences,4,Male,3,1,Laboratory Technician,3,Single,3968,Average,4,No,13,3,4,0,8,3,3,0,0,0,0,Early-career professional
32,Young Adult,Yes,Travel_Rarely,Sales,2,4,Marketing,3,Male,2,2,Sales Executive,2,Single,9907,Medium,7,Yes,12,3,3,0,7,3,2,2,2,2,2,Early-career professional
46,Middle Age,No,Travel_Rarely,Sales,3,3,Technical Degree,1,Female,4,4,Sales Executive,1,Divorced,13225,Medium,2,No,12,3,4,1,25,5,3,19,17,2,8,Mid-to-senior professionals
27,Young Adult,No,Travel_Rarely,Sales,23,1,Medical,2,Female,2,2,Sales Representative,3,Married,3540,Average,1,No,21,4,4,1,9,5,3,9,8,5,8,Early-career professional
29,Young Adult,No,Travel_Rarely,Human Resources,6,1,Medical,4,Male,2,1,Human Resources,2,Married,2804,Low,1,No,11,3,4,0,1,3,3,1,0,0,0,Early-career professional
43,Middle Age,No,Travel_Rarely,Research & Development,6,3,Medical,1,Female,2,5,Manager,3,Married,19392,High,7,No,13,3,4,0,21,2,3,16,12,6,14,Specialized professionals
48,Middle Age,No,Travel_Rarely,Research & Development,10,3,Life Sciences,4,Male,2,5,Research Director,2,Married,19665,High,4,No,12,3,4,0,29,3,3,22,10,12,9,Senior Executives
29,Young Adult,Yes,Travel_Frequently,Research & Development,24,2,Life Sciences,4,Male,2,1,Research Scientist,4,Single,2439,Low,1,Yes,24,4,2,0,1,3,2,1,0,1,0,Early-career professional
46,Middle Age,Yes,Travel_Rarely,Sales,10,3,Life Sciences,3,Female,3,3,Sales Executive,2,Married,7314,Average,5,No,21,4,3,3,14,2,3,8,7,0,7,Mid-career professional
27,Young Adult,No,Travel_Frequently,Research & Development,15,3,Life Sciences,4,Female,2,1,Research Scientist,1,Married,4774,Average,0,No,19,3,4,1,8,2,2,7,6,7,3,Early-career professional
39,Young Adult,No,Travel_Rarely,Research & Development,19,4,Other,4,Male,3,2,Research Scientist,4,Divorced,3902,Average,8,No,14,3,2,3,7,2,3,2,2,2,2,Early-career professional
55,Middle Age,No,Travel_Rarely,Research & Development,2,4,Technical Degree,2,Male,2,1,Research Scientist,4,Married,2662,Low,8,No,20,4,2,1,19,2,4,5,2,0,4,Mid-career professional
28,Young Adult,No,Travel_Rarely,Sales,3,3,Medical,2,Female,3,1,Sales Representative,2,Married,2856,Low,1,No,19,3,4,1,1,3,3,1,0,0,0,Early-career professional
30,Young Adult,Yes,Travel_Rarely,Sales,9,3,Medical,2,Male,3,1,Sales Representative,4,Single,1081,Low,1,No,13,3,3,0,1,3,2,1,0,0,0,Early-career professional
22,Young Adult,Yes,Travel_Rarely,Research & Development,7,1,Life Sciences,4,Male,3,1,Research Scientist,2,Single,2472,Low,1,Yes,23,4,1,0,1,2,3,1,0,0,0,Early-career professional
36,Young Adult,No,Travel_Rarely,Sales,10,4,Technical Degree,2,Female,2,2,Sales Executive,3,Married,5673,Average,1,Yes,13,3,1,1,10,4,3,10,9,1,7,Mid-career professional
31,Young Adult,No,Travel_Rarely,Research & Development,20,3,Life Sciences,2,Male,3,2,Laboratory Technician,3,Divorced,4197,Average,1,No,11,3,1,1,10,2,3,10,8,0,2,Mid-career professional
34,Young Adult,No,Travel_Rarely,Sales,4,3,Life Sciences,3,Male,3,3,Sales Executive,4,Married,9713,Medium,2,Yes,13,3,4,3,9,3,3,5,3,1,0,Mid-career professional
29,Young Adult,No,Travel_Rarely,Research & Development,7,3,Life Sciences,4,Male,3,1,Laboratory Technician,1,Single,2062,Low,3,No,14,3,2,0,11,2,3,3,2,1,2,Early-career professional
37,Young Adult,No,Travel_Rarely,Research & Development,7,4,Medical,4,Male,3,2,Research Scientist,1,Married,4284,Average,5,Yes,22,4,3,1,16,2,3,5,3,0,4,Mid-career professional
35,Young Adult,No,Travel_Rarely,Research & Development,16,2,Other,4,Female,2,2,Manufacturing Director,2,Married,4788,Average,0,Yes,11,3,4,0,4,2,3,3,2,0,2,Early-career professional
45,Middle Age,No,Travel_Rarely,Research & Development,25,2,Life Sciences,2,Female,2,2,Manufacturing Director,4,Married,5906,Average,0,No,13,3,4,2,10,2,2,9,8,3,8,Mid-career professional
36,Young Adult,No,Travel_Frequently,Human Resources,2,1,Human Resources,2,Male,2,2,Human Resources,4,Single,3886,Average,1,No,21,4,4,0,10,2,2,10,1,0,8,Mid-career professional
40,Middle Age,No,Travel_Rarely,Research & Development,1,4,Life Sciences,1,Male,3,4,Manager,1,Divorced,16823,High,2,No,11,3,1,1,22,3,3,19,7,11,16,Experienced senior professional
26,Young Adult,No,Travel_Rarely,Research & Development,1,2,Life Sciences,2,Female,2,1,Research Scientist,3,Married,2933,Average,1,Yes,13,3,3,1,1,3,2,1,0,1,0,Early-career professional
27,Young Adult,No,Travel_Rarely,Sales,2,2,Medical,1,Female,4,2,Sales Executive,3,Single,6500,Average,0,No,14,3,2,0,9,5,2,8,7,0,7,Mid-career professional
48,Middle Age,No,Travel_Frequently,Research & Development,22,3,Medical,4,Female,3,4,Manager,4,Divorced,17174,High,3,No,11,3,2,1,24,3,3,22,17,4,7,Experienced senior professional
44,Middle Age,No,Travel_Rarely,Research & Development,1,4,Life Sciences,2,Male,4,2,Healthcare Representative,1,Married,5033,Average,2,No,15,3,4,1,10,5,3,2,0,2,2,Mid-career professional
34,Young Adult,Yes,Non-Travel,Research & Development,16,4,Technical Degree,4,Male,1,1,Research Scientist,1,Married,2307,Low,1,Yes,23,4,2,1,5,2,3,5,2,3,0,Early-career professional
56,Middle Age,Yes,Travel_Rarely,Research & Development,24,2,Life Sciences,1,Male,3,1,Laboratory Technician,4,Single,2587,Low,1,No,16,3,4,0,5,3,3,4,2,1,0,Early-career professional
36,Young Adult,No,Travel_Rarely,Sales,17,2,Marketing,3,Male,2,2,Sales Executive,2,Married,5507,Average,2,No,16,3,3,2,12,1,1,4,2,1,3,Mid-career professional
41,Middle Age,No,Travel_Rarely,Sales,8,3,Marketing,3,Female,3,2,Sales Executive,2,Married,4393,Average,5,No,21,4,3,1,14,3,3,5,4,1,4,Mid-career professional
42,Middle Age,No,Travel_Rarely,Research & Development,6,3,Medical,3,Male,3,3,Research Director,1,Married,13348,Medium,9,No,13,3,2,1,18,3,4,13,7,5,7,Mid-career professional
31,Young Adult,No,Travel_Rarely,Sales,10,2,Medical,3,Female,3,2,Sales Executive,4,Divorced,6583,Average,2,Yes,11,3,4,1,8,2,3,5,2,1,4,Early-career professional
34,Young Adult,No,Travel_Rarely,Sales,3,1,Medical,4,Female,2,2,Sales Executive,4,Married,8103,Average,3,Yes,12,3,3,0,9,3,2,4,2,0,1,Mid-career professional
31,Young Adult,No,Travel_Rarely,Research & Development,4,3,Medical,1,Female,4,1,Laboratory Technician,3,Divorced,3978,Average,8,No,12,3,2,1,4,0,2,2,2,2,2,Early-career professional
26,Young Adult,No,Travel_Frequently,Research & Development,6,3,Other,3,Male,4,1,Laboratory Technician,4,Married,2544,Low,0,No,18,3,1,1,8,3,3,7,7,7,7,Early-career professional
45,Middle Age,No,Travel_Frequently,Research & Development,1,4,Medical,2,Male,3,2,Healthcare Representative,3,Single,5399,Average,4,No,12,3,3,0,12,3,3,4,2,0,3,Mid-career professional
33,Young Adult,No,Travel_Rarely,Sales,10,4,Marketing,2,Male,3,2,Sales Executive,3,Single,5487,Average,1,No,14,3,2,0,10,2,2,10,4,0,9,Mid-career professional
28,Young Adult,No,Travel_Frequently,Sales,1,2,Life Sciences,3,Male,2,2,Sales Executive,4,Married,6834,Average,1,Yes,12,3,3,1,7,2,3,7,7,0,7,Early-career professional
29,Young Adult,Yes,Travel_Frequently,Sales,24,3,Technical Degree,3,Male,4,1,Sales Representative,1,Single,1091,Low,1,No,17,3,4,0,1,3,3,1,0,0,0,Early-career professional
39,Young Adult,No,Non-Travel,Sales,21,4,Life Sciences,1,Female,1,2,Sales Executive,3,Married,5736,Average,6,No,19,3,3,1,10,1,3,3,2,1,2,Mid-career professional
27,Young Adult,No,Travel_Rarely,Research & Development,2,4,Technical Degree,2,Male,3,1,Research Scientist,2,Married,2226,Low,1,No,11,3,3,1,6,3,2,5,3,1,2,Early-career professional
34,Young Adult,No,Travel_Frequently,Research & Development,22,4,Other,3,Male,2,2,Research Scientist,4,Married,5747,Average,1,Yes,15,3,2,0,16,3,3,15,10,6,11,Mid-career professional
28,Young Adult,Yes,Travel_Rarely,Sales,13,2,Marketing,4,Female,3,2,Sales Executive,3,Single,9854,Medium,3,Yes,11,3,4,0,6,0,3,2,0,2,2,Early-career professional
47,Middle Age,No,Non-Travel,Research & Development,14,4,Technical Degree,3,Male,3,2,Research Scientist,2,Married,5467,Average,8,No,18,3,3,1,16,4,4,8,7,1,7,Mid-career professional
56,Middle Age,No,Travel_Rarely,Sales,11,5,Marketing,4,Female,2,2,Sales Executive,1,Married,5380,Average,4,No,16,3,3,1,6,3,3,0,0,0,0,Mid-career professional
39,Young Adult,No,Travel_Rarely,Research & Development,9,2,Medical,1,Male,3,2,Manufacturing Director,1,Married,5151,Average,1,No,25,4,4,1,10,3,3,10,0,7,9,Mid-career professional
38,Young Adult,No,Travel_Frequently,Research & Development,8,3,Medical,4,Female,2,2,Research Scientist,2,Divorced,2133,Low,1,Yes,16,3,3,1,20,3,3,20,11,0,7,Mid-to-senior professionals
58,Middle Age,No,Travel_Rarely,Sales,21,3,Life Sciences,4,Female,3,4,Manager,4,Married,17875,High,4,Yes,13,3,3,1,29,2,2,1,0,0,0,Highly experienced late-career professionals
32,Young Adult,Yes,Travel_Frequently,Research & Development,5,2,Life Sciences,1,Female,4,1,Research Scientist,3,Single,2432,Low,3,Yes,14,3,1,0,8,2,3,4,1,0,3,Early-career professional
38,Young Adult,No,Travel_Rarely,Research & Development,9,2,Life Sciences,2,Male,3,1,Research Scientist,4,Divorced,4771,Average,2,No,19,3,4,2,10,0,4,5,2,0,3,Mid-career professional
49,Middle Age,No,Travel_Frequently,Research & Development,2,1,Life Sciences,2,Male,3,5,Research Director,4,Married,19161,High,3,No,15,3,4,0,28,3,3,5,4,4,3,Specialized professionals
42,Middle Age,No,Travel_Rarely,Sales,12,4,Marketing,2,Male,3,2,Sales Executive,4,Divorced,5087,Average,3,Yes,12,3,3,2,14,4,3,0,0,0,0,Mid-career professional
27,Young Adult,Yes,Travel_Frequently,Human Resources,22,3,Human Resources,1,Female,2,1,Human Resources,2,Married,2863,Low,1,No,12,3,1,0,1,2,3,1,0,0,0,Early-career professional
35,Young Adult,No,Travel_Rarely,Sales,18,4,Medical,2,Male,3,2,Sales Executive,1,Married,5561,Average,0,No,16,3,4,1,6,2,1,5,3,0,4,Early-career professional
28,Young Adult,No,Non-Travel,Research & Development,16,3,Medical,3,Male,3,1,Research Scientist,3,Single,2144,Low,1,No,14,3,3,0,5,3,2,5,3,1,4,Early-career professional
31,Young Adult,No,Non-Travel,Research & Development,3,2,Medical,3,Male,3,1,Research Scientist,1,Divorced,3065,Average,1,Yes,13,3,4,1,4,3,4,4,2,2,3,Early-career professional
36,Young Adult,No,Non-Travel,Research & Development,9,4,Life Sciences,1,Male,4,1,Laboratory Technician,2,Married,2810,Low,1,No,22,4,2,0,5,3,3,5,4,0,2,Early-career professional
34,Young Adult,No,Travel_Rarely,Sales,1,3,Marketing,1,Male,3,3,Sales Executive,4,Single,9888,Medium,1,No,21,4,1,0,14,3,2,14,8,2,1,Mid-career professional
34,Young Adult,No,Travel_Rarely,Sales,13,4,Medical,4,Male,3,3,Sales Executive,3,Divorced,8628,Medium,1,No,18,3,3,1,9,2,2,8,7,1,1,Mid-career professional
26,Young Adult,No,Travel_Rarely,Research & Development,1,3,Medical,3,Male,3,1,Laboratory Technician,1,Single,2867,Low,0,No,13,3,4,0,8,6,2,7,7,7,6,Early-career professional
29,Young Adult,No,Travel_Rarely,Research & Development,1,3,Life Sciences,1,Male,3,2,Healthcare Representative,1,Married,5373,Average,0,No,12,3,1,1,6,5,2,5,3,0,2,Early-career professional
32,Young Adult,No,Non-Travel,Research & Development,15,4,Medical,3,Female,3,2,Healthcare Representative,4,Divorced,6667,Average,5,No,18,3,2,1,9,6,3,5,1,1,2,Mid-career professional
31,Young Adult,No,Travel_Frequently,Research & Development,1,3,Life Sciences,4,Male,1,2,Research Scientist,1,Married,5003,Average,1,No,21,4,2,0,10,6,3,10,8,8,7,Mid-career professional
28,Young Adult,Yes,Travel_Rarely,Research & Development,17,3,Technical Degree,3,Male,2,1,Laboratory Technician,4,Divorced,2367,Low,5,No,12,3,1,1,6,2,2,4,1,0,3,Early-career professional
38,Young Adult,No,Travel_Rarely,Sales,1,3,Life Sciences,1,Male,2,1,Sales Representative,1,Single,2858,Low,4,No,14,3,1,0,20,3,2,1,0,0,0,Mid-career professional
35,Young Adult,No,Travel_Rarely,Sales,7,4,Life Sciences,3,Female,3,2,Sales Executive,4,Married,5204,Average,1,Yes,11,3,4,0,10,2,3,10,8,0,9,Mid-career professional
27,Young Adult,No,Travel_Rarely,Sales,9,3,Marketing,4,Male,3,2,Sales Executive,4,Single,4105,Average,1,No,14,3,1,0,7,5,3,7,7,0,7,Early-career professional
32,Young Adult,No,Travel_Rarely,Research & Development,5,4,Life Sciences,4,Male,2,2,Manufacturing Director,4,Single,9679,Medium,8,No,24,4,2,0,8,1,3,1,0,0,0,Early-career professional
